NameOfPig;CageId;Time;Date;Answer
8;108;17:10:31;23-05-2020;RIGHT
8;108;17:16:35;23-05-2020;RIGHT
8;108;17:36:27;23-05-2020;RIGHT
8;108;17:46:59;23-05-2020;RIGHT
8;108;17:58:37;23-05-2020;RIGHT
8;108;17:09:41;24-05-2020;RIGHT
8;108;17:35:18;25-05-2020;RIGHT
8;108;17:47:48;26-05-2020;WRONG
8;108;17:15:37;27-05-2020;WRONG
8;108;14:12:18;28-05-2020;WRONG
8;108;14:55:01;28-05-2020;WRONG
8;108;08:27:43;29-05-2020;WRONG
8;108;11:56:33;29-05-2020;WRONG
8;108;14:01:01;30-05-2020;RIGHT
8;108;14:20:47;30-05-2020;RIGHT
8;108;14:21:33;30-05-2020;RIGHT
8;108;14:22:51;30-05-2020;RIGHT
8;108;11:01:45;31-05-2020;RIGHT
8;108;11:03:19;31-05-2020;WRONG
8;108;14:02:55;31-05-2020;RIGHT
8;108;14:23:03;01-06-2020;WRONG
8;108;14:55:57;01-06-2020;WRONG
8;108;17:01:22;01-06-2020;RIGHT
9;109;20:01:07;08-09-2019;RIGHT
9;109;20:01:51;08-09-2019;RIGHT
9;109;20:03:00;08-09-2019;RIGHT
9;109;20:59:24;09-09-2019;RIGHT
9;109;23:49:54;12-09-2019;RIGHT
9;109;20:51:41;26-09-2019;RIGHT
9;109;23:45:28;26-09-2019;RIGHT
9;109;23:46:37;26-09-2019;RIGHT
9;109;20:51:53;27-09-2019;RIGHT
9;109;20:54:25;27-09-2019;RIGHT
9;109;23:16:24;27-09-2019;RIGHT
9;109;23:33:04;27-09-2019;RIGHT
9;109;20:49:03;29-09-2019;WRONG
9;109;20:32:16;01-10-2019;RIGHT
9;109;23:37:49;01-10-2019;RIGHT
9;109;20:56:11;02-10-2019;WRONG
9;109;20:02:23;03-10-2019;RIGHT
9;109;20:13:27;03-10-2019;WRONG
9;109;20:26:02;03-10-2019;RIGHT
9;109;21:00:26;03-10-2019;WRONG
9;109;20:08:49;31-10-2019;RIGHT
9;109;23:29:26;31-10-2019;WRONG
9;109;23:42:45;02-11-2019;RIGHT
9;109;12:08:05;13-11-2019;RIGHT
9;109;12:08:14;13-11-2019;RIGHT
9;109;12:08:37;16-11-2019;RIGHT
9;109;10:32:07;18-11-2019;RIGHT
9;109;10:32:23;18-11-2019;RIGHT
9;109;10:37:05;18-11-2019;RIGHT
9;109;11:44:34;16-05-2020;RIGHT
9;109;11:54:37;16-05-2020;RIGHT
9;109;14:04:56;16-05-2020;WRONG
9;109;14:07:05;16-05-2020;RIGHT
9;109;11:09:37;25-05-2020;RIGHT
9;109;14:04:48;28-05-2020;RIGHT
9;109;14:45:53;28-05-2020;RIGHT
9;109;14:46:13;28-05-2020;WRONG
9;109;14:48:40;28-05-2020;RIGHT
9;109;14:49:14;28-05-2020;WRONG
9;109;08:41:27;29-05-2020;WRONG
9;109;14:10:44;29-05-2020;WRONG
9;109;11:56:21;30-05-2020;WRONG
9;109;17:50:21;31-05-2020;RIGHT
9;109;17:24:11;02-06-2020;RIGHT
10;110;20:01:38;05-09-2019;RIGHT
10;110;20:02:17;05-09-2019;WRONG
10;110;20:53:11;05-09-2019;WRONG
10;110;20:58:36;05-09-2019;RIGHT
10;110;20:02:53;07-09-2019;RIGHT
10;110;20:01:42;08-09-2019;RIGHT
10;110;20:58:17;10-09-2019;WRONG
10;110;20:59:42;10-09-2019;RIGHT
10;110;23:50:13;12-09-2019;WRONG
10;110;23:58:05;12-09-2019;RIGHT
10;110;23:58:11;12-09-2019;RIGHT
10;110;22:01:39;21-09-2019;RIGHT
10;110;22:01:50;21-09-2019;RIGHT
10;110;20:02:10;26-09-2019;RIGHT
10;110;21:00:08;27-09-2019;WRONG
10;110;23:35:27;27-09-2019;RIGHT
10;110;23:24:55;30-09-2019;RIGHT
10;110;23:25:32;30-09-2019;RIGHT
10;110;23:25:55;30-09-2019;RIGHT
10;110;20:48:59;02-10-2019;RIGHT
10;110;20:51:31;02-10-2019;RIGHT
10;110;20:12:17;03-10-2019;WRONG
10;110;20:12:23;03-10-2019;RIGHT
10;110;20:17:11;03-10-2019;WRONG
10;110;20:20:18;03-10-2019;RIGHT
10;110;23:02:04;01-11-2019;WRONG
10;110;23:22:04;02-11-2019;WRONG
10;110;20:12:25;05-11-2019;WRONG
10;110;23:41:49;05-11-2019;WRONG
10;110;12:06:46;13-11-2019;RIGHT
10;110;12:05:23;14-11-2019;RIGHT
10;110;12:12:12;14-11-2019;RIGHT
10;110;12:12:18;14-11-2019;RIGHT
10;110;12:14:28;16-11-2019;WRONG
10;110;23:18:37;18-11-2019;RIGHT
10;110;23:18:48;18-11-2019;RIGHT
10;110;23:21:22;18-11-2019;RIGHT
10;110;23:22:33;18-11-2019;RIGHT
10;110;23:35:45;18-11-2019;RIGHT
10;110;07:56:31;16-05-2020;RIGHT
10;110;08:24:13;20-05-2020;RIGHT
10;110;08:26:00;20-05-2020;RIGHT
10;110;08:26:21;20-05-2020;WRONG
10;110;08:30:34;20-05-2020;RIGHT
10;110;08:31:40;20-05-2020;RIGHT
10;110;08:33:33;20-05-2020;RIGHT
10;110;08:34:36;20-05-2020;RIGHT
10;110;14:15:57;22-05-2020;RIGHT
10;110;14:18:52;22-05-2020;RIGHT
10;110;14:20:53;22-05-2020;WRONG
10;110;14:13:18;23-05-2020;WRONG
10;110;17:45:14;23-05-2020;RIGHT
10;110;17:56:02;23-05-2020;RIGHT
10;110;14:12:36;24-05-2020;RIGHT
10;110;17:16:59;24-05-2020;WRONG
10;110;11:09:36;25-05-2020;WRONG
10;110;11:13:37;25-05-2020;WRONG
10;110;11:16:57;25-05-2020;RIGHT
10;110;11:22:08;25-05-2020;RIGHT
10;110;11:22:17;25-05-2020;RIGHT
10;110;11:25:13;25-05-2020;RIGHT
10;110;11:28:13;25-05-2020;WRONG
10;110;11:30:23;25-05-2020;WRONG
10;110;11:30:31;25-05-2020;RIGHT
10;110;14:10:55;25-05-2020;WRONG
10;110;17:01:53;25-05-2020;WRONG
10;110;17:06:05;25-05-2020;WRONG
10;110;11:06:01;26-05-2020;RIGHT
10;110;11:10:20;26-05-2020;WRONG
10;110;11:11:13;26-05-2020;RIGHT
10;110;14:45:12;26-05-2020;WRONG
10;110;17:50:31;26-05-2020;RIGHT
10;110;11:17:03;28-05-2020;RIGHT
10;110;14:30:34;28-05-2020;RIGHT
10;110;14:45:47;28-05-2020;WRONG
10;110;14:47:26;28-05-2020;WRONG
10;110;14:47:43;28-05-2020;RIGHT
10;110;14:49:21;28-05-2020;RIGHT
10;110;14:51:02;28-05-2020;WRONG
10;110;08:26:30;29-05-2020;RIGHT
10;110;08:36:04;29-05-2020;WRONG
10;110;08:39:52;29-05-2020;WRONG
10;110;14:01:30;29-05-2020;RIGHT
10;110;14:08:17;29-05-2020;RIGHT
10;110;14:09:46;29-05-2020;RIGHT
10;110;14:34:47;29-05-2020;WRONG
10;110;14:36:18;29-05-2020;WRONG
10;110;17:19:13;29-05-2020;WRONG
10;110;14:11:31;30-05-2020;WRONG
10;110;14:21:59;30-05-2020;WRONG
10;110;14:28:33;30-05-2020;WRONG
10;110;14:30:59;30-05-2020;RIGHT
10;110;14:32:04;30-05-2020;RIGHT
10;110;14:32:41;30-05-2020;RIGHT
10;110;14:11:12;31-05-2020;RIGHT
10;110;14:12:22;31-05-2020;RIGHT
10;110;17:10:00;01-06-2020;RIGHT
10;110;17:18:30;01-06-2020;WRONG
10;110;17:25:24;01-06-2020;RIGHT
10;110;17:31:21;01-06-2020;WRONG
10;110;17:35:28;01-06-2020;RIGHT
10;110;17:36:01;01-06-2020;RIGHT
10;110;17:37:32;01-06-2020;WRONG
10;110;17:40:37;01-06-2020;RIGHT
10;110;17:41:27;01-06-2020;WRONG
10;110;17:41:54;01-06-2020;RIGHT
10;110;10:57:23;02-06-2020;RIGHT
10;110;10:57:55;02-06-2020;WRONG
10;110;10:59:06;02-06-2020;RIGHT
10;110;10:59:28;02-06-2020;RIGHT
10;110;10:59:48;02-06-2020;RIGHT
10;110;11:00:25;02-06-2020;WRONG
10;110;11:00:50;02-06-2020;RIGHT
10;110;11:01:32;02-06-2020;RIGHT
10;110;11:02:04;02-06-2020;RIGHT
10;110;11:02:27;02-06-2020;RIGHT
10;110;14:01:46;02-06-2020;WRONG
10;110;14:02:41;02-06-2020;WRONG
10;110;14:05:17;02-06-2020;RIGHT
10;110;14:05:51;02-06-2020;WRONG
10;110;14:06:35;02-06-2020;RIGHT
10;110;14:07:23;02-06-2020;WRONG
10;110;14:14:50;02-06-2020;RIGHT
10;110;14:15:31;02-06-2020;WRONG
10;110;14:20:57;02-06-2020;RIGHT
10;110;14:21:29;02-06-2020;WRONG
10;110;17:01:24;02-06-2020;WRONG
10;110;17:01:40;02-06-2020;RIGHT
10;110;17:01:59;02-06-2020;RIGHT
10;110;17:29:13;02-06-2020;RIGHT
10;110;17:40:06;02-06-2020;RIGHT
10;110;17:40:24;02-06-2020;RIGHT
10;110;17:40:47;02-06-2020;RIGHT
10;110;17:43:56;02-06-2020;WRONG
10;110;17:45:29;02-06-2020;RIGHT
10;110;17:45:50;02-06-2020;RIGHT
11;111;12:10:01;13-11-2019;RIGHT
11;111;12:10:08;13-11-2019;RIGHT
11;111;12:06:37;17-11-2019;RIGHT
11;111;10:31:39;18-11-2019;RIGHT
11;111;10:35:20;18-11-2019;WRONG
11;111;13:03:51;18-11-2019;RIGHT
11;111;13:04:37;18-11-2019;WRONG
11;111;13:05:33;18-11-2019;WRONG
11;111;13:06:28;18-11-2019;RIGHT
11;111;13:06:53;18-11-2019;RIGHT
11;111;13:07:28;18-11-2019;WRONG
11;111;13:08:59;18-11-2019;RIGHT
11;111;13:14:28;18-11-2019;WRONG
11;111;13:17:36;18-11-2019;WRONG
11;111;13:19:04;18-11-2019;WRONG
11;111;23:21:45;18-11-2019;RIGHT
11;111;07:53:08;16-05-2020;RIGHT
11;111;08:00:52;16-05-2020;RIGHT
11;111;08:06:28;16-05-2020;RIGHT
11;111;08:36:18;16-05-2020;RIGHT
11;111;08:44:34;16-05-2020;RIGHT
11;111;09:21:21;17-05-2020;RIGHT
11;111;11:23:37;23-05-2020;RIGHT
11;111;11:23:46;23-05-2020;RIGHT
11;111;17:45:21;23-05-2020;RIGHT
11;111;17:51:46;23-05-2020;RIGHT
11;111;17:53:02;23-05-2020;WRONG
11;111;17:54:01;23-05-2020;WRONG
11;111;11:02:50;24-05-2020;RIGHT
11;111;11:07:12;24-05-2020;RIGHT
11;111;11:10:03;24-05-2020;RIGHT
11;111;11:11:25;24-05-2020;RIGHT
11;111;11:17:44;24-05-2020;RIGHT
11;111;14:15:50;24-05-2020;RIGHT
11;111;17:31:32;24-05-2020;WRONG
11;111;17:31:47;24-05-2020;RIGHT
11;111;17:51:07;24-05-2020;RIGHT
11;111;17:58:15;24-05-2020;RIGHT
11;111;11:17:48;25-05-2020;RIGHT
11;111;11:18:59;25-05-2020;RIGHT
11;111;11:26:20;25-05-2020;RIGHT
11;111;11:27:59;25-05-2020;WRONG
11;111;11:33:39;25-05-2020;RIGHT
11;111;11:34:52;25-05-2020;WRONG
11;111;11:35:34;25-05-2020;RIGHT
11;111;11:37:01;25-05-2020;RIGHT
11;111;11:39:37;25-05-2020;WRONG
11;111;11:39:51;25-05-2020;RIGHT
11;111;14:11:30;25-05-2020;RIGHT
11;111;14:12:30;25-05-2020;RIGHT
11;111;17:13:02;25-05-2020;RIGHT
11;111;17:16:11;25-05-2020;RIGHT
11;111;17:16:53;25-05-2020;WRONG
11;111;17:41:55;25-05-2020;RIGHT
11;111;17:48:02;25-05-2020;RIGHT
11;111;17:49:29;25-05-2020;RIGHT
11;111;17:50:09;25-05-2020;RIGHT
11;111;17:50:35;25-05-2020;WRONG
11;111;17:51:41;25-05-2020;RIGHT
11;111;17:52:04;25-05-2020;RIGHT
11;111;11:07:29;26-05-2020;WRONG
11;111;11:10:34;26-05-2020;RIGHT
11;111;11:14:54;26-05-2020;RIGHT
11;111;11:17:20;26-05-2020;WRONG
11;111;11:18:29;26-05-2020;RIGHT
11;111;11:19:27;26-05-2020;RIGHT
11;111;11:20:51;26-05-2020;WRONG
11;111;11:21:11;26-05-2020;RIGHT
11;111;11:22:24;26-05-2020;RIGHT
11;111;11:23:24;26-05-2020;RIGHT
11;111;14:02:00;26-05-2020;RIGHT
11;111;14:02:55;26-05-2020;RIGHT
11;111;14:03:43;26-05-2020;RIGHT
11;111;14:04:32;26-05-2020;RIGHT
11;111;14:05:48;26-05-2020;WRONG
11;111;14:06:00;26-05-2020;RIGHT
11;111;14:06:38;26-05-2020;RIGHT
11;111;14:07:09;26-05-2020;RIGHT
11;111;14:07:40;26-05-2020;RIGHT
11;111;14:08:30;26-05-2020;WRONG
11;111;17:03:03;26-05-2020;RIGHT
11;111;17:03:47;26-05-2020;RIGHT
11;111;17:08:48;26-05-2020;RIGHT
11;111;17:09:38;26-05-2020;RIGHT
11;111;17:10:21;26-05-2020;RIGHT
11;111;17:11:03;26-05-2020;RIGHT
11;111;17:11:45;26-05-2020;RIGHT
11;111;17:12:25;26-05-2020;RIGHT
11;111;17:13:21;26-05-2020;WRONG
11;111;17:14:20;26-05-2020;RIGHT
11;111;11:05:56;27-05-2020;RIGHT
11;111;11:06:49;27-05-2020;RIGHT
11;111;11:07:23;27-05-2020;RIGHT
11;111;11:07:45;27-05-2020;RIGHT
11;111;11:08:04;27-05-2020;RIGHT
11;111;11:08:28;27-05-2020;RIGHT
11;111;11:08:50;27-05-2020;RIGHT
11;111;11:09:26;27-05-2020;WRONG
11;111;11:10:04;27-05-2020;WRONG
11;111;11:13:51;27-05-2020;RIGHT
11;111;14:01:55;27-05-2020;WRONG
11;111;14:02:47;27-05-2020;RIGHT
11;111;14:05:36;27-05-2020;RIGHT
11;111;14:07:08;27-05-2020;RIGHT
11;111;14:07:39;27-05-2020;RIGHT
11;111;14:09:24;27-05-2020;RIGHT
11;111;14:12:27;27-05-2020;RIGHT
11;111;14:14:43;27-05-2020;RIGHT
11;111;14:15:15;27-05-2020;RIGHT
11;111;14:15:39;27-05-2020;RIGHT
11;111;17:02:52;27-05-2020;RIGHT
11;111;17:03:12;27-05-2020;RIGHT
11;111;17:03:58;27-05-2020;RIGHT
11;111;17:04:33;27-05-2020;RIGHT
11;111;17:05:01;27-05-2020;RIGHT
11;111;17:14:12;27-05-2020;RIGHT
11;111;17:14:45;27-05-2020;RIGHT
11;111;11:02:23;28-05-2020;RIGHT
11;111;11:02:50;28-05-2020;RIGHT
11;111;11:03:21;28-05-2020;RIGHT
11;111;11:03:38;28-05-2020;RIGHT
11;111;11:05:42;28-05-2020;RIGHT
11;111;11:06:07;28-05-2020;RIGHT
11;111;11:10:00;28-05-2020;RIGHT
11;111;11:10:20;28-05-2020;RIGHT
11;111;11:10:40;28-05-2020;RIGHT
11;111;11:14:19;28-05-2020;RIGHT
11;111;14:02:01;28-05-2020;RIGHT
11;111;14:02:44;28-05-2020;RIGHT
11;111;14:03:03;28-05-2020;RIGHT
11;111;14:04:32;28-05-2020;RIGHT
11;111;14:04:59;28-05-2020;RIGHT
11;111;14:05:43;28-05-2020;RIGHT
11;111;14:06:07;28-05-2020;RIGHT
11;111;14:06:40;28-05-2020;RIGHT
11;111;14:20:46;28-05-2020;RIGHT
11;111;14:50:49;28-05-2020;RIGHT
11;111;08:23:49;29-05-2020;RIGHT
11;111;08:25:26;29-05-2020;RIGHT
11;111;08:25:51;29-05-2020;RIGHT
11;111;08:26:14;29-05-2020;RIGHT
11;111;08:26:52;29-05-2020;RIGHT
11;111;08:27:54;29-05-2020;RIGHT
11;111;08:28:19;29-05-2020;RIGHT
11;111;08:28:37;29-05-2020;RIGHT
11;111;08:29:54;29-05-2020;RIGHT
11;111;08:30:11;29-05-2020;RIGHT
11;111;11:02:35;29-05-2020;RIGHT
11;111;11:03:18;29-05-2020;RIGHT
11;111;11:07:24;29-05-2020;RIGHT
11;111;11:08:51;29-05-2020;RIGHT
11;111;11:09:14;29-05-2020;RIGHT
11;111;11:11:56;29-05-2020;RIGHT
11;111;11:18:36;29-05-2020;WRONG
11;111;11:20:01;29-05-2020;RIGHT
11;111;11:29:21;29-05-2020;RIGHT
11;111;11:29:49;29-05-2020;RIGHT
11;111;14:03:34;29-05-2020;RIGHT
11;111;14:04:05;29-05-2020;RIGHT
11;111;14:04:30;29-05-2020;RIGHT
11;111;14:05:21;29-05-2020;RIGHT
11;111;14:05:57;29-05-2020;RIGHT
11;111;14:06:18;29-05-2020;RIGHT
11;111;14:09:10;29-05-2020;RIGHT
11;111;14:09:44;29-05-2020;RIGHT
11;111;14:11:20;29-05-2020;RIGHT
11;111;14:15:52;29-05-2020;RIGHT
11;111;17:08:03;29-05-2020;RIGHT
11;111;17:11:42;29-05-2020;RIGHT
11;111;17:12:35;29-05-2020;RIGHT
11;111;17:12:57;29-05-2020;RIGHT
11;111;17:13:28;29-05-2020;RIGHT
11;111;17:13:37;29-05-2020;RIGHT
11;111;17:18:25;29-05-2020;RIGHT
11;111;17:19:27;29-05-2020;RIGHT
11;111;17:19:38;29-05-2020;RIGHT
11;111;17:24:43;29-05-2020;RIGHT
11;111;11:05:25;30-05-2020;RIGHT
11;111;11:06:16;30-05-2020;RIGHT
11;111;11:06:55;30-05-2020;WRONG
11;111;11:08:12;30-05-2020;RIGHT
11;111;11:08:42;30-05-2020;RIGHT
11;111;11:09:18;30-05-2020;RIGHT
11;111;11:09:53;30-05-2020;RIGHT
11;111;11:10:22;30-05-2020;WRONG
11;111;11:10:51;30-05-2020;RIGHT
11;111;11:11:13;30-05-2020;RIGHT
11;111;14:02:28;30-05-2020;RIGHT
11;111;14:03:14;30-05-2020;RIGHT
11;111;14:04:04;30-05-2020;RIGHT
11;111;14:04:21;30-05-2020;RIGHT
11;111;14:04:46;30-05-2020;RIGHT
11;111;14:05:33;30-05-2020;RIGHT
11;111;14:06:06;30-05-2020;RIGHT
11;111;14:06:47;30-05-2020;RIGHT
11;111;14:08:13;30-05-2020;RIGHT
11;111;14:09:54;30-05-2020;RIGHT
11;111;17:02:43;30-05-2020;RIGHT
11;111;17:03:11;30-05-2020;RIGHT
11;111;17:03:41;30-05-2020;RIGHT
11;111;17:04:23;30-05-2020;WRONG
11;111;17:04:33;30-05-2020;RIGHT
11;111;17:05:10;30-05-2020;WRONG
11;111;17:05:36;30-05-2020;WRONG
11;111;17:06:20;30-05-2020;RIGHT
11;111;17:07:04;30-05-2020;RIGHT
11;111;17:07:48;30-05-2020;RIGHT
11;111;11:03:06;31-05-2020;RIGHT
11;111;11:04:09;31-05-2020;RIGHT
11;111;11:04:49;31-05-2020;RIGHT
11;111;11:05:25;31-05-2020;RIGHT
11;111;11:05:53;31-05-2020;RIGHT
11;111;11:06:15;31-05-2020;RIGHT
11;111;11:06:53;31-05-2020;RIGHT
11;111;11:07:20;31-05-2020;RIGHT
11;111;11:07:46;31-05-2020;RIGHT
11;111;11:08:16;31-05-2020;RIGHT
11;111;14:01:15;31-05-2020;RIGHT
11;111;14:01:54;31-05-2020;RIGHT
11;111;14:02:31;31-05-2020;RIGHT
11;111;14:03:29;31-05-2020;RIGHT
11;111;14:03:55;31-05-2020;RIGHT
11;111;14:04:29;31-05-2020;RIGHT
11;111;14:05:02;31-05-2020;RIGHT
11;111;14:05:44;31-05-2020;WRONG
11;111;14:06:58;31-05-2020;RIGHT
11;111;14:07:50;31-05-2020;WRONG
11;111;17:02:58;31-05-2020;WRONG
11;111;17:04:14;31-05-2020;RIGHT
11;111;17:04:57;31-05-2020;RIGHT
11;111;17:05:52;31-05-2020;WRONG
11;111;17:06:46;31-05-2020;RIGHT
11;111;17:07:30;31-05-2020;RIGHT
11;111;17:13:34;31-05-2020;RIGHT
11;111;17:14:09;31-05-2020;RIGHT
11;111;17:15:07;31-05-2020;WRONG
11;111;17:15:23;31-05-2020;RIGHT
11;111;11:01:13;01-06-2020;RIGHT
11;111;11:01:36;01-06-2020;RIGHT
11;111;11:02:27;01-06-2020;RIGHT
11;111;11:03:23;01-06-2020;RIGHT
11;111;11:05:07;01-06-2020;RIGHT
11;111;11:05:56;01-06-2020;WRONG
11;111;11:07:18;01-06-2020;RIGHT
11;111;11:07:48;01-06-2020;RIGHT
11;111;11:08:19;01-06-2020;RIGHT
11;111;11:08:40;01-06-2020;RIGHT
11;111;14:01:33;01-06-2020;RIGHT
11;111;14:02:37;01-06-2020;RIGHT
11;111;14:03:07;01-06-2020;RIGHT
11;111;14:03:23;01-06-2020;RIGHT
11;111;14:03:39;01-06-2020;RIGHT
11;111;14:04:08;01-06-2020;WRONG
11;111;14:04:53;01-06-2020;RIGHT
11;111;14:05:08;01-06-2020;RIGHT
11;111;14:05:29;01-06-2020;RIGHT
11;111;14:05:42;01-06-2020;RIGHT
11;111;17:02:28;01-06-2020;RIGHT
11;111;17:05:50;01-06-2020;RIGHT
11;111;17:06:20;01-06-2020;RIGHT
11;111;17:06:43;01-06-2020;RIGHT
11;111;17:09:04;01-06-2020;RIGHT
11;111;17:09:25;01-06-2020;RIGHT
11;111;17:10:45;01-06-2020;RIGHT
11;111;17:11:12;01-06-2020;RIGHT
11;111;17:11:30;01-06-2020;RIGHT
11;111;17:11:45;01-06-2020;RIGHT
11;111;10:57:46;02-06-2020;RIGHT
11;111;10:58:26;02-06-2020;RIGHT
11;111;10:58:45;02-06-2020;RIGHT
11;111;10:59:59;02-06-2020;RIGHT
11;111;11:00:25;02-06-2020;RIGHT
11;111;11:00:45;02-06-2020;RIGHT
11;111;11:01:03;02-06-2020;RIGHT
11;111;11:02:27;02-06-2020;WRONG
11;111;11:43:04;02-06-2020;RIGHT
11;111;11:43:49;02-06-2020;RIGHT
11;111;14:01:19;02-06-2020;RIGHT
11;111;14:01:41;02-06-2020;RIGHT
11;111;14:02:21;02-06-2020;RIGHT
11;111;14:03:13;02-06-2020;RIGHT
11;111;14:03:42;02-06-2020;RIGHT
11;111;14:06:26;02-06-2020;RIGHT
11;111;14:06:49;02-06-2020;RIGHT
11;111;14:36:51;02-06-2020;RIGHT
11;111;14:39:02;02-06-2020;RIGHT
11;111;14:39:22;02-06-2020;RIGHT
11;111;17:01:11;02-06-2020;WRONG
11;111;17:01:29;02-06-2020;RIGHT
11;111;17:01:59;02-06-2020;RIGHT
11;111;17:02:29;02-06-2020;RIGHT
11;111;17:02:55;02-06-2020;RIGHT
11;111;17:03:14;02-06-2020;RIGHT
11;111;17:03:30;02-06-2020;RIGHT
11;111;17:03:51;02-06-2020;RIGHT
11;111;17:04:43;02-06-2020;RIGHT
11;111;17:05:02;02-06-2020;RIGHT
12;112;20:02:07;07-09-2019;RIGHT
12;112;20:03:26;07-09-2019;RIGHT
12;112;20:59:56;10-09-2019;RIGHT
12;112;23:36:47;11-09-2019;RIGHT
12;112;23:38:43;12-09-2019;RIGHT
12;112;23:12:58;26-09-2019;WRONG
12;112;23:57:26;26-09-2019;RIGHT
12;112;20:13:00;27-09-2019;RIGHT
12;112;23:07:44;27-09-2019;RIGHT
12;112;23:31:20;01-10-2019;WRONG
12;112;20:52:33;02-10-2019;RIGHT
12;112;20:53:11;02-10-2019;RIGHT
12;112;20:59:08;02-10-2019;RIGHT
12;112;20:27:04;01-11-2019;WRONG
12;112;20:27:15;01-11-2019;RIGHT
12;112;20:28:46;01-11-2019;RIGHT
12;112;20:29:19;01-11-2019;RIGHT
12;112;23:55:20;01-11-2019;WRONG
12;112;20:25:03;03-11-2019;WRONG
12;112;20:42:55;04-11-2019;RIGHT
12;112;23:06:12;04-11-2019;RIGHT
12;112;23:47:56;04-11-2019;RIGHT
12;112;23:49:40;04-11-2019;RIGHT
12;112;12:07:53;13-11-2019;RIGHT
12;112;10:41:24;18-11-2019;RIGHT
12;112;10:42:10;18-11-2019;WRONG
12;112;13:00:27;18-11-2019;RIGHT
12;112;13:00:46;18-11-2019;RIGHT
12;112;13:01:00;18-11-2019;RIGHT
12;112;13:01:59;18-11-2019;WRONG
12;112;13:19:38;18-11-2019;WRONG
12;112;13:23:28;18-11-2019;RIGHT
12;112;07:54:07;16-05-2020;RIGHT
12;112;07:56:11;16-05-2020;RIGHT
12;112;07:58:46;16-05-2020;RIGHT
12;112;11:19:48;16-05-2020;WRONG
12;112;14:04:47;16-05-2020;RIGHT
12;112;09:21:48;17-05-2020;RIGHT
12;112;16:00:09;19-05-2020;RIGHT
12;112;11:29:30;23-05-2020;RIGHT
12;112;11:51:04;23-05-2020;RIGHT
12;112;14:22:13;23-05-2020;RIGHT
12;112;17:05:59;23-05-2020;RIGHT
12;112;17:07:54;23-05-2020;RIGHT
12;112;17:18:39;23-05-2020;RIGHT
12;112;14:15:06;24-05-2020;WRONG
12;112;11:11:38;25-05-2020;RIGHT
12;112;11:32:40;25-05-2020;RIGHT
12;112;14:03:43;25-05-2020;RIGHT
12;112;11:30:39;27-05-2020;WRONG
12;112;14:07:57;28-05-2020;RIGHT
12;112;14:23:30;28-05-2020;RIGHT
12;112;17:28:16;28-05-2020;RIGHT
12;112;14:45:42;30-05-2020;WRONG
12;112;14:03:55;31-05-2020;WRONG
12;112;17:18:52;01-06-2020;WRONG
12;112;17:24:44;01-06-2020;RIGHT
12;112;17:35:23;01-06-2020;WRONG
12;112;17:37:03;01-06-2020;RIGHT
12;112;10:57:05;02-06-2020;RIGHT
12;112;14:41:12;02-06-2020;WRONG
12;112;14:46:46;02-06-2020;WRONG
12;112;17:02:41;02-06-2020;RIGHT
12;112;17:44:44;02-06-2020;WRONG
12;112;17:45:22;02-06-2020;RIGHT
12;112;17:46:31;02-06-2020;RIGHT
12;112;17:49:09;02-06-2020;WRONG
12;112;17:51:40;02-06-2020;WRONG
13;113;20:04:23;05-09-2019;RIGHT
13;113;20:00:25;08-09-2019;RIGHT
13;113;20:00:36;08-09-2019;RIGHT
13;113;20:55:16;10-09-2019;RIGHT
13;113;20:56:38;10-09-2019;RIGHT
13;113;20:56:45;10-09-2019;RIGHT
13;113;23:48:50;10-09-2019;RIGHT
13;113;23:49:50;10-09-2019;WRONG
13;113;23:51:54;10-09-2019;RIGHT
13;113;23:39:40;12-09-2019;WRONG
13;113;23:54:30;12-09-2019;RIGHT
13;113;23:57:59;12-09-2019;WRONG
13;113;23:58:25;26-09-2019;RIGHT
13;113;23:21:40;28-09-2019;RIGHT
13;113;20:58:38;02-10-2019;RIGHT
13;113;20:06:16;03-10-2019;WRONG
13;113;20:13:01;03-10-2019;RIGHT
13;113;20:38:36;31-10-2019;RIGHT
13;113;23:49:02;01-11-2019;RIGHT
13;113;20:09:08;02-11-2019;RIGHT
13;113;12:06:54;13-11-2019;RIGHT
13;113;12:10:08;15-11-2019;WRONG
13;113;12:13:54;16-11-2019;RIGHT
13;113;12:05:18;17-11-2019;RIGHT
13;113;12:09:22;17-11-2019;RIGHT
13;113;12:09:30;17-11-2019;RIGHT
13;113;10:33:06;18-11-2019;WRONG
13;113;10:41:09;18-11-2019;RIGHT
13;113;13:06:03;18-11-2019;RIGHT
13;113;13:08:01;18-11-2019;WRONG
13;113;13:18:58;18-11-2019;RIGHT
13;113;23:58:11;27-11-2019;WRONG
13;113;08:07:42;16-05-2020;RIGHT
13;113;11:10:16;16-05-2020;RIGHT
13;113;13:59:44;16-05-2020;RIGHT
13;113;08:29:10;20-05-2020;RIGHT
13;113;17:41:16;23-05-2020;RIGHT
13;113;11:11:04;25-05-2020;RIGHT
13;113;11:13:08;25-05-2020;RIGHT
13;113;11:19:27;25-05-2020;RIGHT
13;113;11:28:18;25-05-2020;RIGHT
13;113;17:01:49;25-05-2020;RIGHT
13;113;11:10:33;26-05-2020;RIGHT
13;113;11:20:25;26-05-2020;RIGHT
13;113;11:23:41;26-05-2020;RIGHT
